Country Name,Indicator Name,2013,2014,2015,2016,2017,2018
Upper middle income,General government final consumption expenditure (% of GDP),15.95554012,15.90447082,16.13130044,16.28518485,16.16966788,16.13279195
Uruguay,General government final consumption expenditure (% of GDP),13.52242978,13.69639301,13.83581,,,
United States,General government final consumption expenditure (% of GDP),15.03661629,14.62196322,14.33033081,14.24494362,13.99862858,13.96251886
Uzbekistan,General government final consumption expenditure (% of GDP),13.32039124,13.24519459,13.61688216,14.13997058,12.595545,13.43460682
St. Vincent and the Grenadines,General government final consumption expenditure (% of GDP),,,,,,
"Venezuela, RB",General government final consumption expenditure (% of GDP),12.38882101,14.60335378,,,,
British Virgin Islands,General government final consumption expenditure (% of GDP),,,,,,
Virgin Islands (U.S.),General government final consumption expenditure (% of GDP),27.90262172,29.39691445,28.25552826,27.59347025,31.94517659,43.21774605
Vietnam,General government final consumption expenditure (% of GDP),10.91616611,10.31746118,10.65491212,10.39837671,10.13492657,9.745889381
Vanuatu,General government final consumption expenditure (% of GDP),15.73955253,13.91623316,16.46434086,14.89605345,17.43616225,16.91839003
World,General government final consumption expenditure (% of GDP),17.01471822,16.86695653,16.70046765,16.67308836,16.47493205,16.47709456
Samoa,General government final consumption expenditure (% of GDP),,15.88781824,15.19436205,12.57412971,12.11929301,13.40886628
Kosovo,General government final consumption expenditure (% of GDP),12.94705217,13.5871191,13.60809725,12.08481448,11.82295606,12.1025925
"Yemen, Rep.",General government final consumption expenditure (% of GDP),,,,,,
South Africa,General government final consumption expenditure (% of GDP),19.08137455,19.31406259,18.98507133,19.30756165,19.23607713,19.41096592
Zambia,General government final consumption expenditure (% of GDP),12.18435086,14.52389361,14.78059341,16.0718742,13.72079524,12.70866283
Zimbabwe,General government final consumption expenditure (% of GDP),18.43869736,19.56028348,18.87751257,18.12393762,21.65065629,10.37430634
