,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cameroon,CMR,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,13.0325806,14.82544281,13.85149418,13.24324291,13.56169152,11.9736022,12.18438775,12.18217564,11.56205758,11.03408472,10.89335378,10.7581242,9.820145324,9.770005517,9.236755859,9.70075196,8.856601982,8.837744331,9.499618223,9.589984227,8.994841956,11.3366026,12.15482267,10.72820152,10.77111421,12.7505372,13.27465387,12.81256814,13.6675396,11.42689138,10.81617124,11.52610394,10.84948811,10.55767656,11.06480784,10.79211344,11.67116711,11.160752,11.19422637,10.995433,10.69015409,9.921182378,10.070574,11.04109159,11.26066869,11.41305741,12.05470465,12.25795412,12.26440519,12.05893304,12.25388558,12.12434562,11.68042445,11.92001884,12.09635125,12.2819317,11.96042634,11.61091768
"Congo, Dem. Rep.",COD,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.363884361,4.913705553,6.200801208,7.801250098,8.100181264,5.912303276,2.05758943,3.800208127,5.87923215,4.945813468,6.254870403,5.399832277,5.952653661,6.947721592,8.251785375,7.089938931,7.295109631,8.064458772,7.821260076,8.18503982,8.321767277,9.056194741,7.437957422,5.45682326,6.317593895,6.929147319,7.575638237,8.261796258,9.884333284
"Congo, Rep.",COG,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,15.0959693,13.60214575,13.75489656,15.26065871,14.5582362,14.19752589,15.68265498,16.09589488,18.00643087,17.70683176,16.97368421,17.13640909,17.39130435,17.54966887,17.81405962,18.00487226,17.69272879,19.36169681,22.94503278,20.39215686,17.59156215,13.43917482,13.49290282,15.54054054,14.78351591,16.45035023,24.95266723,20.57753262,21.04704097,19.49363704,19.55380577,27.74034084,26.93173622,27.66109722,21.81399894,15.72384927,12.84604139,20.94740724,24.19615686,15.05809701,11.56806979,14.08973295,18.35716661,17.35899203,14.97271765,12.50582885,12.7495181,16.80096905,12.14104676,13.41179285,10.5717695,12.83495749,13.75715304,14.0730174,16.74018348,20.19043707,22.79309595,19.2923517,14.5945705,13.26638909,19.12152129,19.12220546,15.41171141
Colombia,COL,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,6.376284177,6.781266888,7.047251983,7.414224765,6.648653932,8.312392541,8.70027973,8.585392407,8.462235587,8.805312903,9.252229453,10.9663472,9.568913688,9.463316335,8.749813887,8.929964355,8.206737182,7.71141951,8.556471945,9.31362859,10.09232932,10.43356955,10.92244498,10.95448567,11.03647684,10.69827863,9.80875539,9.840694129,10.07872241,10.55453668,12.45246549,11.75927204,13.1328297,14.05157033,14.47345442,14.94837659,17.99453387,19.92131364,20.30693579,22.16059307,16.47285056,16.56623172,16.04089303,15.61034717,15.68159812,13.95617207,13.8806197,13.73002945,13.14394591,13.80414455,13.76024703,13.34926166,13.47547738,14.09732346,14.24375052,14.81162979,14.54128472,14.88064263,15.42148086,15.77323342,17.17137296,16.04697691,14.07536809
Comoros,COM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,11.0444499,11.04509503,11.0442232,11.0449192,11.04530135,11.04536043,11.04491814,11.04517045,11.04518657,11.04532144,11.04471232,11.04535995,11.04521501,11.04508804,11.04506809,11.04466806,11.04508062,11.04522519,11.04502403,11.04479978,11.04499158,11.04484503,11.04488253,11.04505724,11.04483448,11.04506128,11.04513281,10.72412622,10.93415348,11.47677026,11.13884379,10.65996305,10.04360077,9.326758199,10.27523237,10.59190468,10.61491606,10.82377663,10.22968894,10.0948841,10.5607884,10.14976369,9.61494799
Cabo Verde,CPV,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.85893148,18.13908257,19.62708334,19.78947817,19.88618815,18.51505115,18.75096577,19.79243317,20.25923471,19.83164452,17.76753513,18.12912335,18.6122419,23.72606773,23.39704795,18.72269964
Costa Rica,CRI,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,10.35133646,11.6205209,11.47304193,12.12913317,12.66559363,12.59513745,12.5198215,12.63514507,12.4056413,12.47855971,12.56494789,13.87137511,14.38691302,13.94454052,14.29360544,15.22142756,15.99179709,15.98172506,16.7868347,18.05206941,18.22052591,15.73743434,14.55503364,15.10053049,15.64472069,15.75132958,15.39091075,14.99008552,15.61993556,16.97146843,18.15985108,13.19291645,12.11002903,12.77178124,13.29787829,12.92668854,13.06292766,12.62399505,12.730243,13.28710992,13.72782618,14.29631238,14.68906425,14.49746544,13.9764073,13.51288119,13.16504106,12.80526867,13.57747474,15.74812812,16.62071064,16.96183622,16.7900477,17.13018914,17.01130325,16.96024191,16.70867908,16.35817465,16.19573389,16.75120098,17.70473207,16.50288426,15.61344841
Caribbean small states,CSS,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,31.67222472,31.67127099,31.67221494,31.67467355,31.67811109,31.66484975,31.6665046,31.67693933,31.68696166,31.69529805,31.59854504,31.6747807,31.72910964,31.73707386,31.73698103,31.11477929,32.05596099,32.00075219,31.77689734,31.73651454,31.00158823,33.31097159,34.79865259,35.38242433,27.26595595,24.39377861,26.55355197,26.83483664,27.67312615,28.92478548,29.59629123,30.88781153,34.10451139,33.73316909,35.47967332,33.6483605,32.2340401,35.40975942,39.88073604,38.96101804,34.75935829,35.42107552,31.91506816,32.44672577,32.40676453,32.20593805,31.89558936,30.8380915,30.04497751,32.23208416,38.84790223,33.82640225,
Curacao,CUW,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.07376605,15.95109404,16.66394426,16.01365226,16.5291213,16.19185328,15.76671809,15.35676684,13.98878986,15.57718035,15.68530249,16.04588244,16.21310562,,,,,
Cayman Islands,CYM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.013835683,2.1113327,2.354813103,2.562684851,,
Cyprus,CYP,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,17.47081487,16.32225654,13.99196275,13.08983546,12.78183387,13.66565883,14.61187282,14.84047357,15.12272398,14.10946566,14.06692672,14.11081417,16.61049215,16.65915146,15.98209745,17.33771574,18.45814405,19.03703046,16.8717747,16.65707883,12.41548924,13.14994839,14.78962581,16.06441129,16.06011615,15.08638855,15.93603723,16.60936141,17.91162643,16.57712709,16.5136248,16.89873099,16.44454792,17.05193214,18.77647889,18.47118104,19.03507767,18.76137578,18.40596627,16.7364505,16.29890249,15.17902561,14.77321141,14.53373099,16.02806255,19.60137104,20.00969905,18.80446857
Czechia,CZE,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.89426597,21.54612999,20.55550936,20.91448647,21.20285624,20.19619045,19.45414937,20.05419518,19.00155057,19.8830617,19.52621832,19.47469802,20.95695921,21.91937387,20.65028431,20.31683092,19.92913383,19.12119938,19.13012076,20.67144288,20.53370132,19.79675176,19.45255853,19.72313002,19.33226501,18.91525406,18.96218641,18.75827057,19.40531101,19.58852442,21.76497614,21.44776063,20.2152698
Germany,DEU,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,16.25372116,17.35283367,17.70888781,18.39304425,19.82139615,20.93833292,20.40666787,20.36923372,20.49055181,20.40209681,20.88500439,21.42782657,21.11906803,20.86442618,20.66315532,20.59250647,20.47531418,20.69251054,20.44344296,19.48108282,19.10031863,18.67694539,19.22112029,19.35181536,19.31403897,19.42415589,19.71255035,19.35486832,19.09815232,19.24670305,19.04451683,18.94892614,19.23157061,19.32563744,18.81738062,18.77590886,18.32777098,17.85505391,18.25555961,19.99169982,19.56321167,19.06992976,19.27687584,19.63092464,19.58902519,19.6917566,19.90120393,19.84044246,19.88283885,20.24484202,21.964862,22.14190324,21.93930774
Djibouti,DJI,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6715888,19.09348534,19.91112023,22.22990771,21.77355362,21.3501237,19.8109452,19.6134086,,
Dominica,DMA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.64896363,16.25633949,14.61874853,16.84589171,16.72879182,17.36584933,18.44473742,19.85877806,20.47545139,21.34877636,19.08189893,24.07842692,27.39071221,,,,
Denmark,DNK,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,17.91864739,18.63967709,19.48210933,19.76745758,20.9620557,22.3673295,22.43297685,21.96036753,23.64723826,24.59632499,24.09456654,23.80126808,24.46299843,24.91075807,26.26755811,27.27263793,27.69095434,26.98252659,25.13056833,24.58992534,23.53156223,24.29851066,24.70101887,24.36049723,23.9066141,24.24812699,24.16303848,25.3010539,24.40418546,24.05207259,24.10540461,23.63921686,24.12912252,24.3659908,23.87376461,24.32491174,24.86905419,25.03802426,24.9339006,24.49868891,24.20353839,24.33796324,25.10089006,27.93499972,27.36584798,26.56466596,26.47145553,26.00748763,25.78565204,25.46919943,24.86850637,24.41208314,24.27535142,24.12812698,24.7610088,24.29548494,21.99581764
Dominican Republic,DOM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,13.31053539,13.27013812,15.30154108,16.1352058,15.61037594,18.88300867,15.01168818,13.11364515,13.40932258,12.68590004,11.57792662,10.14556256,8.941360572,8.256806551,9.963892402,6.170054457,3.844342655,4.12782804,5.7271988,7.63041209,7.454187804,9.165090659,9.427389506,8.527644622,7.510384682,7.082627469,7.296113201,4.007871949,3.542332993,2.931937112,2.926044555,3.215652519,3.84325118,4.483067802,4.897726715,4.837594189,5.182606955,7.07105162,7.321818262,7.884055342,8.720351168,9.530208973,9.971614912,8.636882996,7.588093842,8.089390779,8.787024672,9.177067843,10.05662026,10.70556638,9.927111366,9.322144046,9.886146412,10.44833449,10.47128994,10.28874596,10.3026904,10.93864349,10.85985699,11.06879727,12.62661536,11.46511231,11.34424686
Algeria,DZA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,26.66541947,23.28126029,19.47105528,19.00488404,17.04815643,16.37921016,17.63349203,17.88966612,16.81417947,16.78807951,16.53224003,18.56780761,17.45751829,15.97860305,11.780078,14.35674047,13.74290863,14.70808188,15.39716011,15.06428159,15.20000002,15.09926827,16.18497166,16.21737328,16.03139025,16.71815843,18.99833042,19.43157212,20.11444846,18.00141754,16.06693062,14.71876907,16.01793562,17.32418591,17.87462315,16.76378984,15.7743188,16.53837856,17.79190852,16.78723475,13.58394563,14.77507462,15.48712261,14.80339454,13.77264736,11.45042227,11.23157708,11.64349699,13.20671398,16.14528655,17.22675624,20.66808573,20.31803441,19.13577367,19.53101872,21.56034584,20.88986154,18.95041188,17.25792953,18.34323407,20.69987541,17.57394334,15.14908544
East Asia & Pacific (excluding high income),EAP,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,11.49737645,12.68269863,11.95675838,12.71857993,12.17919312,11.46482745,11.7245699,10.64785149,10.71621863,11.12772014,11.09374491,11.80143268,12.06481344,11.56984838,11.40681315,11.58781781,12.10234181,12.13633916,12.29946771,12.73134116,12.53604315,12.35866893,12.59534899,12.74972913,13.2475811,13.26216535,12.68159352,11.47380266,11.25450929,12.05421075,12.25604316,12.24476663,12.55900708,12.43779793,12.24404311,11.91391411,11.85083117,12.30681245,13.68727708,14.57604827,14.77919801,14.76260394,14.49275811,13.96205121,13.49232103,13.57112634,13.60596359,13.55981804,13.51958329,14.03653287,13.82019048,14.37952763,14.92579739,15.13956071,15.13001809,15.54918631,15.60009537,15.51496177,15.73125017,15.88397833,16.4252858,15.34452493,
Early-demographic dividend,EAR,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,9.915375293,10.13463068,10.24898272,10.78800281,11.42648682,11.60539807,11.93138624,11.88159543,13.23036389,13.48040567,13.47770509,14.16697926,13.77967121,12.98487666,13.62031793,14.48070919,14.02065644,13.5846964,13.91306923,14.1483503,14.07050176,13.46056651,13.40087291,12.70169461,13.11122976,12.82266537,13.10647905,12.68648337,12.65351373,12.43227802,12.72099449,12.99207504,13.00470597,12.82988134,13.11301214,12.8199975,12.8664823,12.54235709,12.2973579,12.24189684,12.05192598,12.14934712,13.46095743,12.92538833,13.18468188,13.34867412,13.55733733,13.92687482,14.25182809,13.77920629,13.60882466,13.46185032,13.39809072,14.35478644,13.36765726,12.54175191
East Asia & Pacific,EAS,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,16.68552394,16.21908725,14.70516021,14.81155174,13.96578721,13.82636282,13.94757479,12.32351588,11.94770639,11.87253721,11.29336853,11.99919596,12.28048615,12.24732561,12.951656,14.08170524,14.13513652,14.07733843,14.09997583,14.08888985,14.22510047,14.31659702,14.43616417,14.5054234,14.37907433,14.26481248,14.07707439,13.81674825,13.47220996,13.53738657,13.57803317,13.6372815,13.96356626,14.26484979,14.17348821,14.31234593,14.24189868,14.35094876,15.0384022,15.49894834,15.66860205,16.11173469,16.21705634,16.12392595,15.87471431,15.78010115,15.53905142,15.32931289,15.5139037,16.25817626,15.96356897,16.3354142,16.57695336,16.40542145,16.29221763,16.38004939,16.52501856,16.35422958,16.5249044,16.78237205,17.5184613,16.75432534,
Europe & Central Asia (excluding high income),ECA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.04720584,19.22872505,19.54149747,17.00182913,15.02303489,18.26734481,17.75539725,17.37080185,17.56771119,18.88985064,15.74490861,14.57949329,14.16870181,15.58166541,16.1843614,16.06493,15.40699353,15.25715466,15.70532318,15.82167627,16.12800032,18.24668545,16.87672742,15.89895689,16.32794386,16.56336535,16.10959315,15.71866465,16.36001994,16.26719936,16.05002917,16.50283067,17.77061729,15.77051281,16.47256595
Europe & Central Asia,ECS,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,15.88950171,16.66811597,16.89914587,16.98661303,17.66478709,18.90500981,18.85830865,18.94846432,19.21810041,19.10132987,19.62926938,20.18397969,20.17504265,20.15033419,19.86266399,19.7625719,19.64571831,19.74341422,19.40223357,19.23813469,19.41626447,19.43722416,19.73199122,20.13030286,19.82066812,19.39057744,19.39580773,19.12841194,18.70765201,18.79118526,18.55371043,18.83608478,19.32175153,19.66453694,19.50254109,19.47601078,19.34127238,19.07408725,19.46943588,21.1791673,20.64780034,20.02845174,20.02139667,20.05117108,19.92777251,19.66370707,19.74864279,19.50958628,19.42827059,19.59743,21.51110456,20.89676958,20.13104199
Ecuador,ECU,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,8.869432599,9.507323273,9.28521531,8.845384371,9.211304589,9.433615099,9.151636331,7.482059825,7.197446825,8.235993796,9.693331171,8.512514076,9.22724732,10.80688657,16.03785027,20.93889845,20.190907,20.91279596,19.77920726,18.83717613,18.29154829,15.87285998,17.33400099,15.38752239,16.19908251,14.76198938,15.61428601,15.28090724,16.27545009,13.68091143,12.30197821,11.33858864,9.93883891,10.60395004,10.95679186,11.21369817,10.87543399,11.26931276,11.09299709,11.7675327,9.350397446,9.448934876,9.832440393,10.71391242,10.88435422,10.71784492,10.6018938,10.92815513,11.83043437,13.72571673,13.19965288,12.72904975,13.33729067,14.00538816,14.29615603,14.42952263,14.60569393,14.57125691,14.71635784,14.41474424,16.35674,15.28019561,14.75651919
"Egypt, Arab Rep.",EGY,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,15.57209175,16.34934833,15.13814862,17.47871464,19.62393162,19.03774001,19.70719339,19.26779233,22.15045293,23.92191791,22.29822589,24.33273099,25.74573962,24.38078559,25.15365046,25.32883579,23.43763983,20.66773042,18.83968966,16.20449645,15.66951529,17.33930784,15.96054507,15.78947368,15.50632911,15.28150134,14.73922902,14.36893204,13.96103977,12.59740221,11.37787056,11.11111111,10.42415528,10.30927835,10.28571429,10.53921569,10.37489102,11.32004513,11.30828114,11.60598179,11.20258747,11.31865068,12.58907363,12.67065868,12.75499691,12.73909006,12.28751821,11.33190118,10.88777219,11.35098829,11.1636002,11.45066005,11.17812145,11.35239733,11.84976526,11.75989198,11.42688418,9.579036626,7.942222794,7.285561115,7.53990183,7.558043553,7.268090532
Euro area,EMU,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,15.73487727,16.56342038,16.8187946,16.97591772,17.54812045,18.72205826,18.65744753,18.88342001,19.22228207,19.19344058,19.53847416,20.23296389,20.26451034,20.34076243,20.13787447,20.20823616,20.01688668,20.25559647,19.94156212,19.41356808,19.49228057,19.6107278,19.9850246,20.38027878,20.11977553,19.98693115,20.06620454,19.8083239,19.49780783,19.52575009,19.38325205,19.46829385,19.82801384,20.10804254,19.97256638,20.07772326,19.9007629,19.6119651,20.12616654,21.79437962,21.54281439,21.15856982,21.1808836,21.26133462,21.1260375,20.79452633,20.72049738,20.50971348,20.42902713,20.49167027,22.39377705,22.06037677,21.50847702
Eritrea,ERI,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.76796085,31.17387395,30.17220322,43.91371341,38.73338475,29.92315878,52.33243612,62.13341227,54.79676757,42.64967029,39.65666745,46.60108767,36.61095378,35.23405238,25.91988012,25.63464495,26.36084269,20.11173406,31.80626627,26.61699434,,,,,,,,,,,
Spain,ESP,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,9.86998944,10.04235186,9.925463773,9.912071223,10.31952417,10.89848521,11.77290718,11.98721303,12.42853527,12.95184063,13.6052598,14.54111198,14.71577032,15.15492591,14.91735387,15.18595296,14.99076457,15.48714412,15.33511634,15.83515014,16.24887271,16.9209406,17.8057219,18.34518389,17.76187156,17.61378933,17.48721901,17.00663241,16.85776619,16.79052177,16.69782095,16.54467306,16.62433027,16.77660527,17.16891407,17.33162094,17.36033145,17.70563411,18.82309892,20.63969446,20.63290231,20.67170977,19.97732527,19.90649344,19.67184062,19.51753654,19.10078785,18.66344026,18.71440094,18.86194684,22.03474274,21.43122298,20.52990412
Estonia,EST,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.57145173,22.61624415,20.40626704,20.69760379,21.92655226,19.56198064,18.62978597,18.17656067,17.84687754,17.37460622,16.8553865,15.83499215,15.89996277,18.43741846,20.53428085,19.56253206,18.36585707,18.19515466,18.64479019,18.73089419,19.57688494,19.72445628,19.2571005,19.12917373,19.53930752,20.75161382,19.80539746,19.37715741
Ethiopia,ETH,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.31824607,8.302188718,8.955473678,9.249591844,9.013788576,11.1344515,11.10920751,10.25048168,9.193046848,9.129475484,8.835824526,7.361107638
European Union,EUU,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,16.14673384,16.9886781,17.23356413,17.35372225,17.94478176,19.10281957,19.09697832,19.40170478,19.71999508,19.70719597,20.07996816,20.77899809,20.78541245,20.81063073,20.55516287,20.61275257,20.38860709,20.59383171,20.29290669,19.80495245,19.95383695,20.07043431,20.445711,20.77740702,20.45443443,20.22247291,20.29237016,20.02415858,19.73546919,19.81682158,19.64875705,19.72194891,20.09472706,20.39578088,20.20308251,20.27247484,20.09068606,19.77183235,20.25960918,21.86202452,21.60640099,21.18022637,21.22466828,21.32616304,21.18770419,20.84256016,20.80512482,20.58355826,20.51202777,20.57533245,22.37258024,22.01192883,21.34589695
Fragile and conflict affected situations,FCS,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.18437709,13.15479919,14.2644012,13.21885603,12.86169074,11.78074311,11.37337463,14.16891076,14.31500723,12.23765746,12.14589698,13.21758031,12.01363766,11.37894849,13.10098228,11.90693946,11.20992029,13.12497377,12.62139632,13.62969226,12.99365601,13.44385597,13.14793404,13.19887281,13.51842428,12.88888277,13.06221155,12.93236064,13.42755782,13.62023017,15.54555639,12.35502727,
Finland,FIN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,14.28253946,14.97307183,15.09930365,14.80698828,15.03728835,16.91484351,17.89354162,18.37657658,18.06188066,17.59743466,17.70805479,18.34397247,18.45898652,18.78874183,18.94687617,19.70469568,19.93045476,20.31425365,19.60820093,19.41646971,20.86984246,23.91396909,24.27048194,23.30120876,22.39583907,21.89469198,22.1594193,21.31183048,20.57456381,20.25985691,19.73732428,19.92560223,20.62753391,21.09667939,21.18444425,21.41152611,21.32078636,20.76687051,21.56487273,24.06752244,23.68623866,23.36134708,24.09705676,24.53639127,24.50736357,24.38441706,23.67114446,22.78734959,22.90137153,23.18830308,24.25116998,24.61431638,24.31537541
Fiji,FJI,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,15.92965173,16.39204545,18.30429316,20.2766573,19.20332471,19.17350349,17.28124786,17.41059241,16.59108088,17.32335621,17.49494949,17.50244858,18.00538381,18.49355798,16.35554225,16.11028908,15.87104981,16.81800106,17.4333993,15.9329855,17.29697954,17.50132908,16.9560012,16.7660277,15.7443907,15.93849206,18.57220647,17.17799305,15.62627618,16.91461288,14.97733042,17.32144532,18.72844796,18.93793662,19.99992931,20.15249208,18.94106134,19.28069889,20.39216052,21.20900535,24.74817955,,
France,FRA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,14.75850878,15.12752339,15.43949671,15.81026429,15.83774998,15.86454162,15.93823196,16.15277235,16.58323352,16.74705872,16.99788382,17.36047706,17.40336258,17.60049026,18.02719626,19.5772355,19.87770164,20.16251259,20.54788233,20.45930539,21.04610753,21.75299274,22.20144064,22.35516024,22.53058569,22.58406813,22.30602655,22.14600056,21.69722713,21.13715387,21.16889058,21.65502585,22.25922052,23.40903181,23.18625743,23.17666073,23.46969414,23.40094231,22.61520117,22.63099403,22.32587237,22.14185412,22.72114944,23.14342729,23.0446961,23.06703928,22.75917931,22.43313965,22.56256337,24.0808047,23.98925669,23.74452783,23.9504999,24.11168771,24.12589283,23.80787761,23.73238072,23.64400442,23.27159496,22.98354758,24.93502401,24.24952117,23.67585886
Faroe Islands,FRO,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.16649331,25.89678403,25.62720275,25.52321186,26.62295733,28.94393742,29.39457283,30.27290818,27.67299791,28.24729637,31.385648,33.47740253,32.88267679,32.59592941,31.75148476,30.4001059,28.86247463,28.25778137,27.65785555,27.56619403,28.40504996,27.53146885,29.82266283,28.89807907,
"Micronesia, Fed. Sts.",FSM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,58.30985915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,9.779625717,10.27140503,10.20198069,14.08386591,11.52810605,11.35135135,11.92052846,13.62275599,13.99176571,14.02662253,19.66480007,18.74405328,17.69585253,15.58039106,9.254772666,12.21885813,10.56876651,18.096204,13.68694733,12.0849969,13.22716213,14.24487851,15.71200269,17.20188811,18.27528595,20.4131956,25.78264189,24.55642298,19.7881096,14.17446649,13.40244354,14.27023076,15.49531839,15.30231768,11.98764336,11.75660553,11.24138286,10.80055321,15.46691871,11.77986764,9.560085361,15.99816582,16.46414625,16.20004682,15.00715553,12.5353209,13.33980304,13.67412895,12.43048418,16.12362873,13.48694438,12.79371605,14.03080761,14.4562196,14.84946913,14.81639805,14.64120171,13.23170516,10.56580371,10.99342929,13.17129984,11.36544341,10.48331049
United Kingdom,GBR,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,17.63844657,17.6641221,17.98346418,17.28342164,16.87888573,17.67900319,18.03112286,18.84899902,18.28016526,17.74988563,17.75486401,18.09739073,18.4548388,18.27100033,20.16252225,22.44184344,22.1836462,20.79083386,20.27923705,19.87314381,21.31375953,21.75547875,21.62508056,21.39909257,21.10088025,20.31376337,20.28623191,19.57857314,18.79847343,18.37506884,18.57750722,19.4340308,19.91283113,19.22095816,18.86831988,17.04887132,16.60660318,16.07061991,16.0743341,16.49312838,16.68321008,17.32253696,18.17895704,18.86812075,19.45361261,19.6567982,19.85569347,19.71436002,20.4022356,21.9907828,21.53548076,20.94385868,20.79514791,20.1350393,19.88032168,19.5058506,19.13345647,18.60952092,18.46464047,19.01308465,22.52158472,22.38497502,21.05338791
Georgia,GEO,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,13.27433628,12.19512195,12.30769231,12.12121212,12.14285714,12.85714286,13.13868613,13.38028169,13.69863014,11.80555556,10,9.375,9.383378016,5.861473815,9.830433337,10.90690808,7.698617035,10.16970735,11.08313255,10.63287703,8.538751634,9.643886725,9.789189914,8.118774886,11.43491139,14.38356754,12.00806387,16.49660464,19.39983958,18.52273991,15.27110753,13.72558255,13.6168478,14.0180673,14.27162318,14.29085015,15.30834915,13.85323442,13.20757678,13.11131196,14.71272842,13.99746078,12.56359102
Ghana,GHA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,10.01150748,10.86021505,10.3343465,11.36363636,11.73139159,14.46111869,13.04347826,14.96010638,16.76470588,14.24287856,12.83753873,12.96,12.61101243,10.91116824,12.21030043,13.02290365,12.24333435,12.622055,11.2980082,10.28630147,11.16400635,8.79024041,6.481128038,5.861289516,7.259361105,9.398393228,11.06702673,10.63431635,9.707989756,9.844808194,9.311528428,9.483141087,12.10756812,14.44936856,13.72334294,12.07348066,12.04370871,12.35563365,10.32416166,10.84334639,10.17161587,9.722363918,9.872770251,11.53320324,12.17281188,15.30816526,8.682009593,8.524940361,8.731659768,7.574243956,7.069499421,13.78859812,11.76434631,8.783172846,8.267793265,7.680490894,7.886931214,6.957052059,7.10478049,7.043203727,7.833410156,9.949540504,10.04542199
Gibraltar,GIB,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
